biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white,weight
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,False,False,True,True,False,Male,Hispanic or Latino,Graduated from college,"Between $50,000 and $74,999",Suburban,Arizona,18-24,Southwest,False,True,False,True,False,0.39208390101394486
Approve,Other,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $100,000 and $150,000",Suburban,Missouri,25-44,South,True,True,True,True,False,0.9075146096612763
Approve,Did not vote,Did not vote,Can trust,Word of God,Somewhat disagree,False,False,True,True,False,True,Female,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,Florida,25-44,Southeast,False,False,False,True,False,0.098973875363471
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Indiana,45-64,Midwest,True,True,True,True,False,1.8109676024473282
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,False,True,False,True,Female,White or Caucasian,Less than high school,"Between $50,000 and $74,999",Rural,Indiana,25-44,Midwest,False,True,True,False,True,6.887413741643991
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Washington,25-44,Pacific,True,True,True,True,False,0.03709921608764582
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,North Carolina,25-44,Southeast,True,True,True,True,False,0.016666631160547517
Disapprove,Other,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Indiana,25-44,Midwest,True,False,True,False,True,0.17732344468341
Approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Don't know,False,True,True,True,False,False,Male,Hispanic or Latino,Graduated from college,"Between $50,000 and $74,999",Urban,Massachusetts,25-44,Northeast,False,False,False,True,False,1.1844838373077455
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Agree,False,False,True,True,True,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,Iowa,18-24,Midwest,False,False,False,True,False,0.1024410580185236
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,False,True,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Suburban,Florida,18-24,Southeast,False,True,True,True,False,0.08200634509052127
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,False,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Urban,Illinois,25-44,Midwest,True,True,True,False,True,1.3273630274987527
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Word of God,Agree,False,True,False,True,False,False,Female,Asian or Asian American,Completed graduate school,"Between $75,000 and $99,999",Suburban,Florida,25-44,Southeast,False,False,False,True,False,0.34068115622232903
Strongly approve,Donald Trump,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Arkansas,25-44,South,True,True,True,True,False,0.012478009292187564
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,False,Female,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Urban,Texas,18-24,South,True,True,False,True,False,0.132222656705993
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,False,True,True,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,California,25-44,Pacific,True,True,True,True,False,0.0742709613662565
Strongly approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Rural,Ohio,45-64,Midwest,False,False,False,True,False,0.026310012329175538
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,True,Male,White or Caucasian,Completed graduate school,"Under $15,000",Suburban,New Jersey,25-44,Northeast,True,True,True,True,False,0.007565478734941178
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,False,True,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Over $150,000",Suburban,Pennsylvania,45-64,Midwest,True,True,True,True,False,9.724939286175827
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,True,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Pennsylvania,25-44,Midwest,False,True,True,True,False,0.06200890423842594
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,False,False,True,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Urban,Nevada,45-64,Southwest,False,True,True,True,False,0.8913698700815101
Approve,Did not vote,Did not vote,Can trust,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Under $15,000",Urban,California,25-44,Pacific,False,False,True,True,False,0.017570440260924625
Approve,Did not vote,Did not vote,Can trust,Book of fables,Somewhat disagree,False,True,False,True,False,False,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Rural,Massachusetts,25-44,Northeast,False,False,False,True,False,0.057412838119031466
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,I don’t know,Don't know,False,True,False,True,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Rural,Maryland,25-44,Northeast,True,True,True,False,True,0.34525948582378607
Somewhat approve,Other,Other,Can trust,Inspired word,Agree,False,True,True,True,False,False,Male,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Rural,Arkansas,45-64,South,True,True,True,True,False,0.2184758461364955
Neither approve nor disapprove,Did not vote,Did not vote,Can trust,I don’t know,Don't know,False,True,True,True,True,True,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,Wisconsin,18-24,Midwest,False,False,True,True,False,0.799376044383508
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Rural,Missouri,25-44,South,False,False,True,False,True,0.18826832999692275
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Illinois,25-44,Midwest,True,True,True,True,False,0.016991482652031226
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,False,True,False,False,Female,Asian or Asian American,Graduated from high school,"Between $15,000 and $49,999",Suburban,Nevada,25-44,Southwest,False,False,False,False,False,0.5860225648620517
Strongly approve,Did not vote,Did not vote,Can trust,Book of fables,Disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Florida,45-64,Southeast,False,False,True,True,False,0.19519784894556125
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,False,True,Female,Hispanic or Latino,Graduated from college,"Under $15,000",Urban,Washington,25-44,Pacific,True,True,False,True,False,0.043537649858061536
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,False,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,Arizona,25-44,Southwest,False,True,True,True,False,0.1763311188044799
Approve,Other,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Texas,25-44,South,True,False,True,True,False,0.05192879251580166
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Iowa,18-24,Midwest,False,True,True,True,False,0.04075695833214201
Somewhat approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Rural,Connecticut,25-44,Northeast,True,True,True,True,False,0.12929423529227974
Somewhat disapprove,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Virginia,25-44,South,True,True,True,True,False,0.03419662309746835
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Suburban,Michigan,25-44,Midwest,True,True,True,True,False,0.10706206314345901
Neither approve nor disapprove,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,False,True,True,True,False,Male,Hispanic or Latino,Graduated from college,"Under $15,000",Suburban,Oregon,25-44,Pacific,True,True,False,True,False,0.07304620342700398
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,True,Female,White or Caucasian,Completed graduate school,"Over $150,000",Suburban,Pennsylvania,65+,Midwest,True,True,True,True,False,6.769423167987124
Strongly disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,False,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Georgia,25-44,Southeast,False,False,True,True,False,0.06312942577131432
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Inspired word,Don't know,False,True,True,True,True,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Suburban,Texas,25-44,South,False,True,False,True,False,0.6334640417619583
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,True,False,False,False,False,False,Female,White or Caucasian,Less than high school,"Between $15,000 and $49,999",Suburban,Tennessee,45-64,South,True,True,True,False,True,38.26991999273821
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,False,True,True,False,True,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,South Carolina,25-44,Southeast,True,True,True,True,False,0.011986346974498503
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Agree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Ohio,65+,Midwest,True,True,True,True,False,3.124786341601535
Strongly approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Ohio,25-44,Midwest,False,False,True,False,True,0.7171519045356107
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,False,True,False,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Rural,Georgia,25-44,Southeast,False,True,True,False,True,0.1114666003632255
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,False,True,Female,Asian or Asian American,Completed graduate school,"Over $150,000",Urban,Texas,25-44,South,True,True,False,True,False,0.612133413985192
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,False,False,False,False,True,Female,Black or African American,"Some college, no degree","Under $15,000",Suburban,Maryland,18-24,Northeast,True,True,False,True,False,0.1321033626997094
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Word of God,Agree,False,True,False,False,False,False,Male,Black or African American,Completed graduate school,"Between $15,000 and $49,999",Urban,Wisconsin,25-44,Midwest,False,False,False,True,False,1.4317918655252568
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,New York,25-44,Northeast,False,False,True,True,False,0.11226822664135803
Approve,Hillary Clinton,Joe Biden,Can't be too careful,I don’t know,Disagree,False,False,False,False,False,True,Female,Other,Graduated from college,"Between $15,000 and $49,999",Suburban,Washington,25-44,Pacific,True,True,False,True,False,0.07591951835128045
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,False,False,True,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Utah,25-44,Mountains,True,True,True,True,False,0.7836574724274716
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Agree,False,True,False,True,False,False,Male,Other,Graduated from high school,"Under $15,000",Suburban,New York,25-44,Northeast,True,True,False,False,False,0.34484836494853044
Somewhat disapprove,Did not vote,Donald Trump,Can't be too careful,Book of fables,Somewhat agree,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Urban,New York,18-24,Northeast,False,True,True,True,False,0.5067293146282067
Strongly disapprove,Did not vote,Donald Trump,Can trust,Word of God,Agree,False,True,True,True,False,True,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,Washington,18-24,Pacific,False,True,False,True,False,0.6502981492835348
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,False,True,True,False,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Suburban,Nebraska,25-44,Mountains,True,True,True,True,False,0.5695879910448773
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Male,Black or African American,Graduated from college,"Between $15,000 and $49,999",Suburban,Hawaii,25-44,Pacific,False,False,False,True,False,0.17536556617481575
Approve,Other,Joe Biden,Can trust,Book of fables,Don't know,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Rural,Texas,25-44,South,True,True,True,True,False,0.05608052449816512
Approve,Did not vote,Joe Biden,Can trust,Inspired word,Disagree,False,True,True,True,True,False,Female,Asian or Asian American,Graduated from college,"Between $100,000 and $150,000",Suburban,California,18-24,Pacific,False,True,False,True,False,0.28621020237091793
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Word of God,Somewhat agree,False,False,False,True,False,False,Male,Black or African American,Graduated from college,"Between $75,000 and $99,999",Suburban,Florida,25-44,Southeast,True,True,False,True,False,0.7308855904585168
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,True,True,True,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,New Jersey,25-44,Northeast,True,True,True,True,False,0.031061298511475436
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Nevada,18-24,Southwest,False,True,True,True,False,0.045720963859485875
Approve,Did not vote,Did not vote,Can trust,Inspired word,Somewhat agree,False,True,True,True,False,False,Male,Asian or Asian American,Graduated from college,"Between $75,000 and $99,999",Suburban,Washington,25-44,Pacific,False,False,False,True,False,0.24269266348272314
Disapprove,Hillary Clinton,Other,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Under $15,000",Suburban,Washington,45-64,Pacific,True,True,True,True,False,0.01288815839163723
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Agree,False,False,True,True,True,False,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,Texas,18-24,South,False,True,False,True,False,0.05321611202872079
Approve,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $100,000 and $150,000",Urban,Massachusetts,25-44,Northeast,True,True,True,False,True,2.5528045401093014
Approve,Did not vote,Joe Biden,Don’t know,Book of fables,Disagree,True,False,False,False,False,False,Male,Asian or Asian American,Completed graduate school,"Between $75,000 and $99,999",Urban,Ohio,25-44,Midwest,False,True,False,True,False,0.039319208481040896
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Don't know,False,True,True,False,False,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,California,25-44,Pacific,True,True,False,True,False,0.04848551024286818
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Agree,False,False,True,True,True,False,Female,Hispanic or Latino,Graduated from college,"Between $15,000 and $49,999",Urban,Texas,25-44,South,True,True,False,True,False,0.5478653088560759
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Female,Black or African American,Graduated from high school,"Between $15,000 and $49,999",Rural,South Carolina,18-24,Southeast,False,False,False,False,False,0.422485651322142
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,True,True,True,False,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Indiana,18-24,Midwest,False,True,True,True,False,0.04075695833214201
Disapprove,Did not vote,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,False,True,True,True,False,0.573059225255068
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Somewhat disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Suburban,North Carolina,25-44,Southeast,True,True,True,True,False,0.0731441602862146
Somewhat approve,Did not vote,Did not vote,Don’t know,Book of fables,Disagree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Urban,California,25-44,Pacific,False,False,True,True,False,0.13389285846498578
Neither approve nor disapprove,Other,Other,Can trust,Inspired word,Disagree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Suburban,New Jersey,25-44,Northeast,True,True,True,False,True,0.3475717728573619
Strongly disapprove,Other,Donald Trump,Can't be too careful,Book of fables,Don't know,False,True,False,True,False,False,Female,White or Caucasian,Less than high school,"Under $15,000",Rural,Montana,18-24,Mountains,True,True,True,False,True,2.8863434347254433
Somewhat approve,Did not vote,Joe Biden,Can trust,Inspired word,Disagree,False,False,True,True,False,False,Female,White or Caucasian,Graduated from high school,"Between $100,000 and $150,000",Suburban,Tennessee,18-24,South,False,True,True,False,True,3.2007784672879955
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat agree,False,True,False,True,True,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Suburban,Virginia,45-64,South,True,True,True,True,False,0.6624209192368703
Neither approve nor disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Don't know,False,True,True,True,False,False,Female,Hispanic or Latino,Graduated from college,"Between $15,000 and $49,999",Urban,Florida,25-44,Southeast,True,True,False,True,False,0.35328536157271734
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Texas,18-24,South,False,True,True,True,False,0.02061794663924336
Strongly disapprove,Hillary Clinton,Did not vote,Don’t know,Book of fables,Disagree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Tennessee,25-44,South,True,False,True,True,False,0.030644923569920823
Somewhat approve,Did not vote,Did not vote,Can trust,Book of fables,Disagree,False,False,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Urban,Pennsylvania,25-44,Midwest,False,False,True,True,False,0.05485670373681568
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,True,Male,White or Caucasian,Graduated from high school,"Between $15,000 and $49,999",Suburban,Florida,45-64,Southeast,True,True,True,False,True,0.41162307248502955
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Over $150,000",Urban,New York,25-44,Northeast,False,False,True,True,False,0.46229286533557457
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,True,False,False,False,False,False,Female,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,Washington,45-64,Pacific,True,True,False,True,False,0.21510542349710543
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Book of fables,Don't know,False,False,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Ohio,45-64,Midwest,True,True,True,True,False,0.12600323125041518
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat disagree,False,True,True,True,False,True,Female,Asian or Asian American,"Some college, no degree","Between $75,000 and $99,999",Urban,Hawaii,45-64,Pacific,True,True,False,True,False,1.8524498415027477
Approve,Did not vote,Did not vote,Can't be too careful,Word of God,Somewhat agree,False,True,True,True,True,False,Female,Black or African American,"Some college, no degree","Between $15,000 and $49,999",Urban,Maryland,25-44,Northeast,False,False,False,True,False,2.699512745938705
Strongly approve,Did not vote,Did not vote,Can't be too careful,Word of God,Disagree,False,True,True,False,False,False,Female,Black or African American,Completed graduate school,"Between $50,000 and $74,999",Suburban,New York,25-44,Northeast,False,False,False,True,False,0.46531660441813005
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,False,False,False,Female,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Urban,California,25-44,Pacific,False,True,False,True,False,0.032293688190325326
Strongly approve,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Florida,65+,Southeast,True,True,True,True,False,0.7375524062902985
Neither approve nor disapprove,Other,Other,Can't be too careful,I don’t know,Don't know,False,True,False,False,False,False,Male,Asian or Asian American,Completed graduate school,"Between $15,000 and $49,999",Suburban,Nevada,25-44,Southwest,True,True,False,True,False,0.02834670727381104
Approve,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Female,Asian or Asian American,Graduated from high school,"Between $15,000 and $49,999",Suburban,Massachusetts,18-24,Northeast,False,True,False,False,False,0.14492945208405436
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Urban,Nevada,25-44,Southwest,True,True,True,True,False,0.1682389730061876
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Agree,False,True,True,True,True,False,Female,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,Texas,25-44,South,True,True,False,True,False,0.16011819500196042
Approve,Donald Trump,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,True,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,New Jersey,25-44,Northeast,True,True,True,True,False,0.046227981597066814
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,False,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,California,25-44,Pacific,True,True,True,True,False,0.28375278704101253
Strongly approve,Donald Trump,Did not vote,Can't be too careful,Inspired word,Agree,False,True,False,True,True,False,Female,White or Caucasian,Less than high school,"Between $15,000 and $49,999",Suburban,North Carolina,25-44,Southeast,True,False,True,False,True,6.10446507826856
Strongly approve,Did not vote,Joe Biden,Don’t know,Word of God,Somewhat disagree,False,True,False,True,False,False,Female,Black or African American,Graduated from college,"Between $50,000 and $74,999",Suburban,Virginia,25-44,South,False,True,False,True,False,1.849368667634081
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Somewhat agree,False,False,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Urban,California,18-24,Pacific,False,True,True,True,False,0.07206109562626836
Approve,Did not vote,Did not vote,Can trust,Inspired word,Disagree,True,False,False,False,False,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Urban,Connecticut,65+,Northeast,False,False,True,True,False,0.7569675095006005
Somewhat disapprove,Other,Other,Don’t know,Inspired word,Disagree,False,True,False,True,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Pennsylvania,45-64,Midwest,True,True,True,True,False,0.32424431939873594
Somewhat disapprove,Hillary Clinton,Joe Biden,Don’t know,I don’t know,Disagree,False,True,True,False,False,False,Male,Asian or Asian American,Graduated from college,"Under $15,000",Urban,Arizona,18-24,Southwest,True,True,False,True,False,0.020748916805184293
Neither approve nor disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,True,True,Female,Asian or Asian American,"Some college, no degree","Under $15,000",Suburban,New Jersey,18-24,Northeast,False,True,False,True,False,0.017931690542368216
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Washington,25-44,Pacific,False,True,True,True,False,0.24345851324488513
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Urban,North Carolina,25-44,Southeast,False,False,True,True,False,0.03575522320472467
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,I don’t know,Disagree,False,False,True,False,True,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Missouri,18-24,South,False,True,True,True,False,0.02675945959285154
Neither approve nor disapprove,Did not vote,Did not vote,Can trust,Book of fables,Somewhat agree,False,True,False,False,False,False,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,Massachusetts,25-44,Northeast,False,False,False,True,False,0.06336002880388338
Approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Rural,California,25-44,Pacific,True,True,False,True,False,0.2126024671757557
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,False,False,False,True,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Urban,Wisconsin,65+,Midwest,True,True,True,True,False,0.4344252302847481
Somewhat disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Disagree,False,False,True,True,True,False,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,True,True,True,True,False,0.04917659111457694
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,True,True,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Oregon,18-24,Pacific,False,True,True,True,False,0.029974956027032554
Strongly approve,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,True,False,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Urban,Michigan,65+,Midwest,True,True,True,True,False,0.5364896086277698
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,True,False,True,True,False,Male,Asian or Asian American,Graduated from college,"Between $15,000 and $49,999",Urban,Pennsylvania,18-24,Midwest,False,True,False,True,False,0.08082082784200008
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,True,False,Male,Hispanic or Latino,Graduated from high school,"Under $15,000",Suburban,California,25-44,Pacific,False,False,False,False,False,0.9990777878838893
Approve,Hillary Clinton,Joe Biden,Can trust,I don’t know,Somewhat disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $50,000 and $74,999",Rural,Oregon,25-44,Pacific,True,True,True,True,False,0.2244064356276374
